subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates,arrival_time
1,su2random,39,158,"{'cx': 2223, 'u3': 156, 'measure': 39, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1203,"{'cx': 6452, 'rz': 2833, 'sx': 1778, 'x': 157, 'measure': 39, 'barrier': 1}",70.29618938550091
1,qpeinexact,35,104,"{'cp': 595, 'h': 68, 'measure': 34, 'swap': 17, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1244,"{'cx': 3150, 'rz': 2166, 'sx': 651, 'x': 85, 'measure': 34, 'barrier': 1}",71.31839590735066
1,qpeinexact,7,20,"{'cp': 21, 'h': 12, 'measure': 6, 'swap': 3, 'x': 1, 'barrier': 1}",7,130,"{'cx': 103, 'rz': 78, 'sx': 16, 'measure': 6, 'x': 2, 'barrier': 1}",16,131,"{'rz': 95, 'cx': 89, 'sx': 29, 'measure': 6, 'x': 5, 'barrier': 1}",27,131,"{'rz': 93, 'cx': 89, 'sx': 29, 'x': 6, 'measure': 6, 'barrier': 1}",127,131,"{'rz': 95, 'cx': 89, 'sx': 29, 'measure': 6, 'x': 5, 'barrier': 1}",71.98107874182828
1,qft,15,31,"{'cp': 105, 'h': 15, 'measure': 15, 'swap': 7, 'barrier': 1}",-1,-1,{},16,321,"{'cx': 507, 'rz': 396, 'sx': 111, 'x': 23, 'measure': 15, 'barrier': 1}",27,371,"{'cx': 533, 'rz': 376, 'sx': 99, 'measure': 15, 'x': 14, 'barrier': 1}",127,330,"{'cx': 512, 'rz': 437, 'sx': 155, 'x': 22, 'measure': 15, 'barrier': 1}",73.34936277595169
1,ghz,33,34,"{'measure': 33, 'cx': 32, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,36,"{'measure': 33, 'cx': 32, 'rz': 2, 'sx': 1, 'barrier': 1}",74.66372211801395
1,ae,2,6,"{'cx': 2, 'u': 2, 'measure': 2, 'u2': 1, 'u3': 1, 'h': 1, 'barrier': 1}",7,10,"{'rz': 7, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",16,10,"{'rz': 9, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",27,10,"{'rz': 7, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",127,10,"{'rz': 9, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",75.12804661129242
1,qpeexact,14,35,"{'cp': 88, 'h': 26, 'measure': 13, 'swap': 6, 'x': 1, 'barrier': 1}",-1,-1,{},16,310,"{'cx': 469, 'rz': 354, 'sx': 97, 'x': 14, 'measure': 13, 'barrier': 1}",27,409,"{'cx': 450, 'rz': 372, 'sx': 119, 'x': 18, 'measure': 13, 'barrier': 1}",127,360,"{'cx': 426, 'rz': 354, 'sx': 103, 'x': 15, 'measure': 13, 'barrier': 1}",77.25844895249837
1,qpeinexact,21,62,"{'cp': 210, 'h': 40, 'measure': 20, 'swap': 10, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,746,"{'cx': 1141, 'rz': 923, 'sx': 323, 'x': 28, 'measure': 20, 'barrier': 1}",127,764,"{'cx': 1212, 'rz': 763, 'sx': 174, 'x': 28, 'measure': 20, 'barrier': 1}",77.91311523453658
1,twolocalrandom,30,122,"{'cx': 1305, 'ry': 120, 'measure': 30, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1140,"{'cx': 4018, 'rz': 1313, 'sx': 913, 'x': 63, 'measure': 30, 'barrier': 1}",78.11736970587496
1,realamprandom,16,66,"{'cx': 360, 'ry': 64, 'measure': 16, 'barrier': 1}",-1,-1,{},16,543,"{'cx': 1207, 'rz': 368, 'sx': 270, 'measure': 16, 'x': 7, 'barrier': 1}",27,505,"{'cx': 1099, 'rz': 428, 'sx': 314, 'x': 24, 'measure': 16, 'barrier': 1}",127,574,"{'cx': 1218, 'rz': 430, 'sx': 314, 'x': 17, 'measure': 16, 'barrier': 1}",78.54070755909154
1,twolocalrandom,3,14,"{'ry': 12, 'cx': 9, 'measure': 3, 'barrier': 1}",7,42,"{'rz': 28, 'sx': 25, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",16,42,"{'sx': 27, 'rz': 27, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",27,44,"{'sx': 24, 'rz': 24, 'cx': 19, 'measure': 3, 'barrier': 1}",127,38,"{'sx': 24, 'rz': 24, 'cx': 17, 'measure': 3, 'barrier': 1}",79.04443424882258
1,random,22,203,"{'cx': 213, 'u2': 103, 'cu1': 99, 'u1': 70, 'h': 67, 'u3': 60, 'ry': 37, 'rx': 37, 'rzz': 24, 'ccx': 22, 'measure': 22, 'cu3': 21, 'rz': 20, 'cry': 18, 'swap': 18, 'cswap': 14, 'sx': 12, 'ch': 12, 'tdg': 12, 'cp': 12, 'cz': 11, 'cy': 11, 't': 11, 'p': 9, 'crx': 8, 'rxx': 7, 'sdg': 7, 'crz': 7, 'y': 7, 's': 6, 'x': 6, 'z': 5, 'sxdg': 4, 'u': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1631,"{'cx': 3226, 'rz': 1952, 'sx': 944, 'x': 89, 'measure': 22, 'barrier': 1}",127,1706,"{'cx': 3213, 'rz': 2017, 'sx': 982, 'x': 97, 'measure': 22, 'barrier': 1}",79.28678283483708
1,ghz,3,4,"{'measure': 3, 'cx': 2, 'h': 1, 'barrier': 1}",7,6,"{'measure': 3, 'rz': 2, 'cx': 2, 'sx': 1, 'barrier': 1}",16,6,"{'measure': 3, 'rz': 2, 'cx': 2, 'sx': 1, 'barrier': 1}",27,6,"{'measure': 3, 'rz': 2, 'cx': 2, 'sx': 1, 'barrier': 1}",127,6,"{'measure': 3, 'rz': 2, 'cx': 2, 'sx': 1, 'barrier': 1}",79.68245166370116
1,qftentangled,28,59,"{'cp': 378, 'h': 29, 'measure': 28, 'cx': 27, 'swap': 14, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,728,"{'cx': 1736, 'rz': 1539, 'sx': 585, 'x': 71, 'measure': 28, 'barrier': 1}",79.81000759027648
1,qpeexact,2,4,"{'h': 2, 'x': 1, 'cp': 1, 'barrier': 1, 'measure': 1}",7,8,"{'rz': 6, 'sx': 4, 'cx': 1, 'barrier': 1, 'measure': 1}",16,12,"{'rz': 7, 'sx': 4, 'cx': 1, 'x': 1, 'barrier': 1, 'measure': 1}",27,12,"{'rz': 6, 'sx': 4, 'x': 1, 'cx': 1, 'barrier': 1, 'measure': 1}",127,12,"{'rz': 6, 'sx': 4, 'x': 1, 'cx': 1, 'barrier': 1, 'measure': 1}",80.16416125791916
1,twolocalrandom,29,118,"{'cx': 1218, 'ry': 116, 'measure': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,857,"{'cx': 3367, 'rz': 1570, 'sx': 1020, 'x': 74, 'measure': 29, 'barrier': 1}",82.54027315971534
1,twolocalrandom,38,154,"{'cx': 2109, 'ry': 152, 'measure': 38, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1632,"{'cx': 6807, 'rz': 1902, 'sx': 1280, 'x': 88, 'measure': 38, 'barrier': 1}",83.1083793659593
1,qnn,7,65,"{'cx': 90, 'p': 42, 'u2': 14, 'ry': 14, 'measure': 7, 'barrier': 1}",7,211,"{'cx': 188, 'rz': 139, 'sx': 68, 'measure': 7, 'x': 5, 'barrier': 1}",16,173,"{'cx': 180, 'rz': 119, 'sx': 58, 'measure': 7, 'x': 1, 'barrier': 1}",27,172,"{'cx': 180, 'rz': 119, 'sx': 58, 'measure': 7, 'x': 2, 'barrier': 1}",127,179,"{'cx': 182, 'rz': 122, 'sx': 61, 'measure': 7, 'x': 1, 'barrier': 1}",83.64636299801073
1,ghz,26,27,"{'measure': 26, 'cx': 25, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,69,"{'cx': 36, 'rz': 31, 'measure': 26, 'sx': 21, 'x': 1, 'barrier': 1}",127,29,"{'measure': 26, 'cx': 25, 'rz': 2, 'sx': 1, 'barrier': 1}",84.03404195898291
1,twolocalrandom,49,198,"{'cx': 3528, 'ry': 196, 'measure': 49, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2055,"{'cx': 10459, 'rz': 3840, 'sx': 2473, 'x': 246, 'measure': 49, 'barrier': 1}",87.20900055742831
1,qftentangled,48,99,"{'cp': 1128, 'h': 49, 'measure': 48, 'cx': 47, 'swap': 24, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1009,"{'cx': 4841, 'rz': 3405, 'sx': 821, 'x': 53, 'measure': 48, 'barrier': 1}",87.35915548478081
1,dj,30,32,"{'h': 30, 'u2': 29, 'cx': 29, 'measure': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,135,"{'rz': 115, 'cx': 102, 'sx': 64, 'measure': 29, 'x': 5, 'barrier': 1}",87.90051247947676
1,su2random,29,118,"{'cx': 1218, 'u3': 116, 'measure': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,811,"{'cx': 2933, 'rz': 2541, 'sx': 1671, 'x': 140, 'measure': 29, 'barrier': 1}",88.14892584355826
1,realamprandom,47,190,"{'cx': 3243, 'ry': 188, 'measure': 47, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2020,"{'cx': 9717, 'rz': 3223, 'sx': 2030, 'x': 171, 'measure': 47, 'barrier': 1}",90.01409424429559
1,realamprandom,20,82,"{'cx': 570, 'ry': 80, 'measure': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},27,487,"{'cx': 1316, 'rz': 868, 'sx': 606, 'x': 56, 'measure': 20, 'barrier': 1}",127,681,"{'cx': 1819, 'rz': 593, 'sx': 430, 'x': 23, 'measure': 20, 'barrier': 1}",90.94585874831759
1,realamprandom,46,186,"{'cx': 3105, 'ry': 184, 'measure': 46, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2410,"{'cx': 10301, 'rz': 4537, 'sx': 2776, 'x': 312, 'measure': 46, 'barrier': 1}",92.93209868159343
1,twolocalrandom,47,190,"{'cx': 3243, 'ry': 188, 'measure': 47, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1576,"{'cx': 9008, 'rz': 4764, 'sx': 2834, 'x': 292, 'measure': 47, 'barrier': 1}",94.40651041941584
1,su2random,50,202,"{'cx': 3675, 'u3': 200, 'measure': 50, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2349,"{'cx': 12172, 'rz': 4007, 'sx': 2670, 'x': 254, 'measure': 50, 'barrier': 1}",95.50481819742463
1,random,30,312,"{'cx': 542, 'u2': 282, 'cu1': 175, 'u1': 162, 'h': 151, 'u3': 102, 'ry': 98, 'rx': 49, 'ccx': 45, 'cu3': 38, 'rzz': 33, 's': 32, 'measure': 30, 'crz': 29, 'cy': 26, 'tdg': 26, 'ch': 24, 't': 23, 'sx': 22, 'rz': 20, 'swap': 18, 'crx': 17, 'cry': 16, 'x': 16, 'cp': 15, 'cz': 15, 'cswap': 14, 'rxx': 13, 'p': 12, 'sxdg': 9, 'z': 8, 'y': 7, 'u': 6, 'sdg': 5, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2956,"{'cx': 7577, 'rz': 3792, 'sx': 1841, 'x': 192, 'measure': 30, 'barrier': 1}",95.86142003333714
1,qft,41,83,"{'cp': 820, 'h': 41, 'measure': 41, 'swap': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,986,"{'cx': 3808, 'rz': 3084, 'sx': 997, 'x': 74, 'measure': 41, 'barrier': 1}",97.67283364920073
1,qft,12,25,"{'cp': 66, 'h': 12, 'measure': 12, 'swap': 6, 'barrier': 1}",-1,-1,{},16,219,"{'cx': 333, 'rz': 247, 'sx': 72, 'measure': 12, 'x': 10, 'barrier': 1}",27,262,"{'cx': 317, 'rz': 228, 'sx': 56, 'measure': 12, 'x': 9, 'barrier': 1}",127,250,"{'cx': 307, 'rz': 238, 'sx': 64, 'x': 12, 'measure': 12, 'barrier': 1}",99.53781793038075
1,qft,8,17,"{'cp': 28, 'h': 8, 'measure': 8, 'swap': 4, 'barrier': 1}",-1,-1,{},16,139,"{'cx': 136, 'rz': 88, 'sx': 16, 'measure': 8, 'x': 1, 'barrier': 1}",27,130,"{'cx': 123, 'rz': 122, 'sx': 48, 'measure': 8, 'x': 6, 'barrier': 1}",127,134,"{'cx': 126, 'rz': 110, 'sx': 36, 'measure': 8, 'x': 7, 'barrier': 1}",99.63733655740808
1,ghz,16,17,"{'measure': 16, 'cx': 15, 'h': 1, 'barrier': 1}",-1,-1,{},16,36,"{'cx': 20, 'measure': 16, 'rz': 14, 'sx': 9, 'x': 1, 'barrier': 1}",27,19,"{'measure': 16, 'cx': 15, 'rz': 2, 'sx': 1, 'barrier': 1}",127,19,"{'measure': 16, 'cx': 15, 'rz': 2, 'sx': 1, 'barrier': 1}",100.06947086621327
1,qnn,28,275,"{'cx': 1539, 'p': 756, 'u2': 56, 'ry': 56, 'measure': 28, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1203,"{'cx': 3256, 'rz': 2219, 'sx': 920, 'x': 189, 'measure': 28, 'barrier': 1}",101.40571400088587
1,ae,45,264,"{'cp': 946, 'cx': 88, 'u': 45, 'measure': 45, 'u2': 44, 'u3': 44, 'h': 44, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1956,"{'cx': 4325, 'rz': 3252, 'sx': 1034, 'x': 87, 'measure': 45, 'barrier': 1}",101.44884645874927
1,qftentangled,10,23,"{'cp': 45, 'h': 11, 'measure': 10, 'cx': 9, 'swap': 5, 'barrier': 1}",-1,-1,{},16,240,"{'cx': 236, 'rz': 169, 'sx': 47, 'measure': 10, 'x': 8, 'barrier': 1}",27,226,"{'cx': 226, 'rz': 183, 'sx': 63, 'x': 13, 'measure': 10, 'barrier': 1}",127,194,"{'cx': 222, 'rz': 198, 'sx': 79, 'x': 13, 'measure': 10, 'barrier': 1}",103.34286134211163
1,qftentangled,19,41,"{'cp': 171, 'h': 20, 'measure': 19, 'cx': 18, 'swap': 9, 'barrier': 1}",-1,-1,{},-1,-1,{},27,362,"{'cx': 933, 'rz': 530, 'sx': 28, 'measure': 19, 'x': 2, 'barrier': 1}",127,369,"{'cx': 903, 'rz': 604, 'sx': 92, 'measure': 19, 'x': 16, 'barrier': 1}",103.86704407271179
1,qftentangled,26,55,"{'cp': 325, 'h': 27, 'measure': 26, 'cx': 25, 'swap': 13, 'barrier': 1}",-1,-1,{},-1,-1,{},27,756,"{'cx': 1547, 'rz': 1216, 'sx': 451, 'x': 51, 'measure': 26, 'barrier': 1}",127,511,"{'cx': 1727, 'rz': 938, 'sx': 51, 'measure': 26, 'x': 5, 'barrier': 1}",104.92074771618036
1,qftentangled,6,15,"{'cp': 15, 'h': 7, 'measure': 6, 'cx': 5, 'swap': 3, 'barrier': 1}",7,92,"{'cx': 70, 'rz': 69, 'sx': 27, 'measure': 6, 'x': 4, 'barrier': 1}",16,100,"{'cx': 72, 'rz': 68, 'sx': 23, 'measure': 6, 'x': 3, 'barrier': 1}",27,94,"{'rz': 70, 'cx': 70, 'sx': 27, 'measure': 6, 'x': 4, 'barrier': 1}",127,100,"{'cx': 72, 'rz': 69, 'sx': 23, 'measure': 6, 'x': 2, 'barrier': 1}",105.28400959823657
1,dj,21,23,"{'u2': 21, 'h': 20, 'cx': 20, 'measure': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},27,89,"{'rz': 86, 'cx': 51, 'sx': 48, 'measure': 20, 'x': 4, 'barrier': 1}",127,78,"{'rz': 74, 'cx': 50, 'sx': 42, 'measure': 20, 'x': 1, 'barrier': 1}",105.62818669447272
1,qftentangled,45,93,"{'cp': 990, 'h': 46, 'measure': 45, 'cx': 44, 'swap': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,954,"{'cx': 4515, 'rz': 2695, 'sx': 422, 'measure': 45, 'x': 43, 'barrier': 1}",106.19709414149727
1,ae,47,276,"{'cp': 1035, 'cx': 92, 'u': 47, 'measure': 47, 'u2': 46, 'u3': 46, 'h': 46, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1922,"{'cx': 4432, 'rz': 4377, 'sx': 1773, 'x': 117, 'measure': 47, 'barrier': 1}",107.14936590082569
1,random,4,28,"{'cx': 12, 'u2': 10, 'ry': 6, 'u1': 4, 'u3': 4, 'measure': 4, 'h': 2, 'tdg': 1, 't': 1, 'ccx': 1, 'rzz': 1, 'rx': 1, 'crx': 1, 'cu1': 1, 'cu3': 1, 'barrier': 1}",7,81,"{'rz': 65, 'sx': 37, 'cx': 35, 'x': 4, 'measure': 4, 'barrier': 1}",16,80,"{'rz': 65, 'sx': 37, 'cx': 35, 'x': 5, 'measure': 4, 'barrier': 1}",27,81,"{'rz': 65, 'sx': 37, 'cx': 35, 'x': 4, 'measure': 4, 'barrier': 1}",127,80,"{'rz': 65, 'sx': 37, 'cx': 35, 'x': 5, 'measure': 4, 'barrier': 1}",107.50854309696764
1,realamprandom,49,198,"{'cx': 3528, 'ry': 196, 'measure': 49, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2298,"{'cx': 11603, 'rz': 3858, 'sx': 2545, 'x': 236, 'measure': 49, 'barrier': 1}",107.78331261743372
1,realamprandom,40,162,"{'cx': 2340, 'ry': 160, 'measure': 40, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1409,"{'cx': 7169, 'rz': 2136, 'sx': 1395, 'x': 116, 'measure': 40, 'barrier': 1}",109.09794027462323
1,qpeinexact,42,125,"{'cp': 861, 'h': 82, 'measure': 41, 'swap': 20, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1710,"{'cx': 4532, 'rz': 3015, 'sx': 914, 'x': 116, 'measure': 41, 'barrier': 1}",109.93639103210066
1,twolocalrandom,13,54,"{'cx': 234, 'ry': 52, 'measure': 13, 'barrier': 1}",-1,-1,{},16,508,"{'cx': 904, 'rz': 291, 'sx': 215, 'measure': 13, 'x': 7, 'barrier': 1}",27,464,"{'cx': 758, 'rz': 334, 'sx': 246, 'x': 16, 'measure': 13, 'barrier': 1}",127,398,"{'cx': 749, 'rz': 223, 'sx': 179, 'measure': 13, 'x': 9, 'barrier': 1}",110.91548635977685
1,su2random,42,170,"{'cx': 2583, 'u3': 168, 'measure': 42, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1901,"{'cx': 7742, 'rz': 4150, 'sx': 2602, 'x': 184, 'measure': 42, 'barrier': 1}",114.68899053953618
1,su2random,4,18,"{'cx': 18, 'u3': 16, 'measure': 4, 'barrier': 1}",7,55,"{'sx': 32, 'rz': 32, 'cx': 30, 'measure': 4, 'barrier': 1}",16,61,"{'sx': 32, 'rz': 32, 'cx': 32, 'measure': 4, 'barrier': 1}",27,55,"{'sx': 32, 'rz': 32, 'cx': 30, 'measure': 4, 'barrier': 1}",127,67,"{'cx': 34, 'sx': 32, 'rz': 32, 'measure': 4, 'barrier': 1}",116.69818791324639
1,ae,10,54,"{'cp': 36, 'cx': 18, 'u': 10, 'measure': 10, 'u2': 9, 'u3': 9, 'h': 9, 'barrier': 1}",-1,-1,{},16,243,"{'rz': 204, 'cx': 153, 'sx': 95, 'measure': 10, 'x': 6, 'barrier': 1}",27,239,"{'rz': 205, 'cx': 151, 'sx': 90, 'measure': 10, 'x': 9, 'barrier': 1}",127,240,"{'rz': 211, 'cx': 151, 'sx': 90, 'measure': 10, 'x': 8, 'barrier': 1}",117.93967216432182
1,qft,21,43,"{'cp': 210, 'h': 21, 'measure': 21, 'swap': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},27,581,"{'rz': 1087, 'cx': 900, 'sx': 543, 'x': 33, 'measure': 21, 'barrier': 1}",127,478,"{'cx': 984, 'rz': 832, 'sx': 289, 'x': 39, 'measure': 21, 'barrier': 1}",118.80781766741595
1,qft,5,11,"{'cp': 10, 'h': 5, 'measure': 5, 'swap': 2, 'barrier': 1}",7,59,"{'rz': 39, 'cx': 37, 'sx': 13, 'measure': 5, 'x': 3, 'barrier': 1}",16,60,"{'rz': 40, 'cx': 37, 'sx': 13, 'measure': 5, 'x': 3, 'barrier': 1}",27,59,"{'rz': 41, 'cx': 37, 'sx': 13, 'measure': 5, 'x': 2, 'barrier': 1}",127,60,"{'rz': 40, 'cx': 37, 'sx': 13, 'measure': 5, 'x': 3, 'barrier': 1}",119.39977746125447
1,realamprandom,8,34,"{'cx': 84, 'ry': 32, 'measure': 8, 'barrier': 1}",-1,-1,{},16,227,"{'cx': 239, 'rz': 108, 'sx': 93, 'measure': 8, 'x': 4, 'barrier': 1}",27,205,"{'cx': 205, 'rz': 112, 'sx': 96, 'measure': 8, 'x': 3, 'barrier': 1}",127,222,"{'cx': 220, 'rz': 98, 'sx': 87, 'measure': 8, 'x': 4, 'barrier': 1}",119.73118078622875
2,random,39,472,"{'cx': 967, 'u2': 467, 'cu1': 400, 'h': 254, 'u1': 252, 'ry': 166, 'u3': 164, 'rx': 88, 'rzz': 69, 'ccx': 68, 'cu3': 67, 's': 51, 't': 47, 'tdg': 44, 'rz': 43, 'cz': 43, 'measure': 39, 'ch': 37, 'crz': 34, 'swap': 34, 'sx': 32, 'cp': 31, 'p': 29, 'cswap': 29, 'cry': 28, 'rxx': 28, 'cy': 28, 'x': 26, 'crx': 23, 'sxdg': 16, 'sdg': 15, 'z': 13, 'u': 12, 'y': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,5498,"{'cx': 15963, 'rz': 6734, 'sx': 3137, 'x': 293, 'measure': 39, 'barrier': 1}",121.47139493134141
2,qpeexact,34,101,"{'cp': 561, 'h': 66, 'measure': 33, 'swap': 16, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1399,"{'cx': 2994, 'rz': 1990, 'sx': 547, 'x': 72, 'measure': 33, 'barrier': 1}",122.18025933469917
2,qftentangled,39,81,"{'cp': 741, 'h': 40, 'measure': 39, 'cx': 38, 'swap': 19, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1266,"{'cx': 3415, 'rz': 2574, 'sx': 824, 'x': 111, 'measure': 39, 'barrier': 1}",122.67947262555464
2,twolocalrandom,37,150,"{'cx': 1998, 'ry': 148, 'measure': 37, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1121,"{'cx': 5264, 'rz': 3329, 'sx': 2219, 'x': 247, 'measure': 37, 'barrier': 1}",123.32035945986729
2,twolocalrandom,47,190,"{'cx': 3243, 'ry': 188, 'measure': 47, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1576,"{'cx': 9008, 'rz': 4764, 'sx': 2834, 'x': 292, 'measure': 47, 'barrier': 1}",124.01358231476499
2,qpeinexact,3,8,"{'h': 4, 'cp': 3, 'measure': 2, 'x': 1, 'swap': 1, 'barrier': 1}",7,26,"{'rz': 18, 'cx': 10, 'sx': 7, 'measure': 2, 'x': 1, 'barrier': 1}",16,26,"{'rz': 18, 'cx': 10, 'sx': 7, 'x': 2, 'measure': 2, 'barrier': 1}",27,26,"{'rz': 18, 'cx': 10, 'sx': 7, 'x': 2, 'measure': 2, 'barrier': 1}",127,26,"{'rz': 18, 'cx': 10, 'sx': 7, 'x': 2, 'measure': 2, 'barrier': 1}",124.41361579999497
2,ae,21,120,"{'cp': 190, 'cx': 40, 'u': 21, 'measure': 21, 'u2': 20, 'u3': 20, 'h': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},27,738,"{'cx': 977, 'rz': 811, 'sx': 265, 'x': 26, 'measure': 21, 'barrier': 1}",127,664,"{'rz': 893, 'cx': 883, 'sx': 333, 'x': 31, 'measure': 21, 'barrier': 1}",124.92104944626756
2,su2random,33,134,"{'cx': 1584, 'u3': 132, 'measure': 33, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1364,"{'cx': 4606, 'rz': 2104, 'sx': 1370, 'x': 90, 'measure': 33, 'barrier': 1}",125.03351333530789
2,qnn,37,365,"{'cx': 2700, 'p': 1332, 'u2': 74, 'ry': 74, 'measure': 37, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1132,"{'cx': 5673, 'rz': 3814, 'sx': 1917, 'x': 68, 'measure': 37, 'barrier': 1}",125.72593099928766
2,qpeexact,7,16,"{'cp': 19, 'h': 12, 'measure': 6, 'swap': 3, 'x': 1, 'barrier': 1}",7,104,"{'rz': 85, 'cx': 82, 'sx': 26, 'measure': 6, 'x': 4, 'barrier': 1}",16,99,"{'rz': 77, 'cx': 76, 'sx': 24, 'measure': 6, 'x': 3, 'barrier': 1}",27,99,"{'rz': 76, 'cx': 76, 'sx': 23, 'measure': 6, 'x': 4, 'barrier': 1}",127,98,"{'rz': 77, 'cx': 76, 'sx': 24, 'measure': 6, 'x': 2, 'barrier': 1}",126.75987240399735
2,qftentangled,5,13,"{'cp': 10, 'h': 6, 'measure': 5, 'cx': 4, 'swap': 2, 'barrier': 1}",7,75,"{'cx': 49, 'rz': 39, 'sx': 10, 'measure': 5, 'x': 2, 'barrier': 1}",16,75,"{'cx': 49, 'rz': 39, 'sx': 10, 'measure': 5, 'x': 2, 'barrier': 1}",27,75,"{'cx': 49, 'rz': 39, 'sx': 10, 'measure': 5, 'x': 2, 'barrier': 1}",127,75,"{'cx': 49, 'rz': 39, 'sx': 10, 'measure': 5, 'x': 2, 'barrier': 1}",127.78308196665265
2,ghz,29,30,"{'measure': 29, 'cx': 28, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,32,"{'measure': 29, 'cx': 28, 'rz': 2, 'sx': 1, 'barrier': 1}",128.1377974910388
2,ae,7,36,"{'cp': 15, 'cx': 12, 'u': 7, 'measure': 7, 'u2': 6, 'u3': 6, 'h': 6, 'barrier': 1}",7,128,"{'rz': 96, 'cx': 69, 'sx': 48, 'measure': 7, 'x': 3, 'barrier': 1}",16,147,"{'rz': 94, 'cx': 74, 'sx': 46, 'measure': 7, 'x': 2, 'barrier': 1}",27,147,"{'rz': 94, 'cx': 74, 'sx': 46, 'measure': 7, 'x': 2, 'barrier': 1}",127,140,"{'rz': 91, 'cx': 72, 'sx': 41, 'measure': 7, 'x': 2, 'barrier': 1}",128.1672498314719
2,dj,40,42,"{'h': 42, 'cx': 39, 'measure': 39, 'u2': 37, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,184,"{'rz': 155, 'cx': 124, 'sx': 85, 'measure': 39, 'x': 9, 'barrier': 1}",128.4954706088592
2,ae,30,174,"{'cp': 406, 'cx': 58, 'u': 30, 'measure': 30, 'u2': 29, 'u3': 29, 'h': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,933,"{'cx': 1928, 'rz': 1543, 'sx': 479, 'measure': 30, 'x': 29, 'barrier': 1}",129.04187015665033
