subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates,distance_to_avg
3,qpeexact,12,33,"{'cp': 65, 'h': 22, 'measure': 11, 'swap': 5, 'x': 1, 'barrier': 1}",-1,-1,{},16,326,"{'cx': 330, 'rz': 289, 'sx': 91, 'x': 14, 'measure': 11, 'barrier': 1}",27,330,"{'cx': 313, 'rz': 265, 'sx': 74, 'x': 11, 'measure': 11, 'barrier': 1}",127,330,"{'cx': 313, 'rz': 262, 'sx': 74, 'x': 11, 'measure': 11, 'barrier': 1}",27.82971464019850
3,realamprandom,7,30,"{'cx': 63, 'ry': 28, 'measure': 7, 'barrier': 1}",7,157,"{'cx': 141, 'rz': 114, 'sx': 85, 'measure': 7, 'x': 4, 'barrier': 1}",16,165,"{'cx': 159, 'rz': 99, 'sx': 84, 'measure': 7, 'x': 5, 'barrier': 1}",27,161,"{'cx': 134, 'rz': 127, 'sx': 98, 'measure': 7, 'x': 5, 'barrier': 1}",127,161,"{'cx': 152, 'rz': 99, 'sx': 83, 'measure': 7, 'x': 2, 'barrier': 1}",30.82971464019850
3,qft,14,29,"{'cp': 91, 'h': 14, 'measure': 14, 'swap': 7, 'barrier': 1}",-1,-1,{},16,281,"{'cx': 441, 'rz': 378, 'sx': 126, 'x': 18, 'measure': 14, 'barrier': 1}",27,328,"{'cx': 455, 'rz': 361, 'sx': 110, 'x': 20, 'measure': 14, 'barrier': 1}",127,299,"{'cx': 449, 'rz': 328, 'sx': 86, 'x': 20, 'measure': 14, 'barrier': 1}",31.82971464019850
3,su2random,23,94,"{'cx': 759, 'u3': 92, 'measure': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},27,846,"{'cx': 2444, 'rz': 846, 'sx': 607, 'x': 40, 'measure': 23, 'barrier': 1}",127,551,"{'cx': 1875, 'rz': 793, 'sx': 575, 'x': 42, 'measure': 23, 'barrier': 1}",33.17028535980150
3,realamprandom,6,26,"{'cx': 45, 'ry': 24, 'measure': 6, 'barrier': 1}",7,110,"{'cx': 90, 'rz': 74, 'sx': 63, 'measure': 6, 'x': 2, 'barrier': 1}",16,118,"{'cx': 94, 'rz': 81, 'sx': 69, 'measure': 6, 'x': 2, 'barrier': 1}",27,117,"{'cx': 102, 'rz': 61, 'sx': 54, 'measure': 6, 'x': 2, 'barrier': 1}",127,115,"{'cx': 94, 'rz': 80, 'sx': 67, 'measure': 6, 'x': 4, 'barrier': 1}",34.82971464019850
3,qnn,3,25,"{'cx': 14, 'u2': 6, 'p': 6, 'ry': 6, 'measure': 3, 'barrier': 1}",7,52,"{'rz': 34, 'sx': 22, 'cx': 22, 'measure': 3, 'barrier': 1}",16,52,"{'rz': 32, 'sx': 22, 'cx': 22, 'measure': 3, 'barrier': 1}",27,50,"{'rz': 34, 'sx': 22, 'cx': 20, 'measure': 3, 'barrier': 1}",127,52,"{'rz': 32, 'sx': 22, 'cx': 22, 'measure': 3, 'barrier': 1}",35.82971464019850
3,qpeexact,9,24,"{'cp': 35, 'h': 16, 'measure': 8, 'swap': 4, 'x': 1, 'barrier': 1}",-1,-1,{},16,185,"{'cx': 167, 'rz': 137, 'sx': 36, 'measure': 8, 'x': 5, 'barrier': 1}",27,207,"{'rz': 157, 'cx': 157, 'sx': 54, 'x': 11, 'measure': 8, 'barrier': 1}",127,204,"{'rz': 157, 'cx': 157, 'sx': 53, 'x': 9, 'measure': 8, 'barrier': 1}",36.82971464019850
3,qftentangled,10,23,"{'cp': 45, 'h': 11, 'measure': 10, 'cx': 9, 'swap': 5, 'barrier': 1}",-1,-1,{},16,240,"{'cx': 236, 'rz': 169, 'sx': 47, 'measure': 10, 'x': 8, 'barrier': 1}",27,226,"{'cx': 226, 'rz': 183, 'sx': 63, 'x': 13, 'measure': 10, 'barrier': 1}",127,194,"{'cx': 222, 'rz': 198, 'sx': 79, 'x': 13, 'measure': 10, 'barrier': 1}",37.82971464019850
3,ghz,21,22,"{'measure': 21, 'cx': 20, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,24,"{'measure': 21, 'cx': 20, 'rz': 2, 'sx': 1, 'barrier': 1}",127,24,"{'measure': 21, 'cx': 20, 'rz': 2, 'sx': 1, 'barrier': 1}",38.82971464019850
3,qftentangled,9,21,"{'cp': 36, 'h': 10, 'measure': 9, 'cx': 8, 'swap': 4, 'barrier': 1}",-1,-1,{},16,187,"{'cx': 196, 'rz': 124, 'sx': 26, 'measure': 9, 'x': 4, 'barrier': 1}",27,186,"{'cx': 176, 'rz': 147, 'sx': 50, 'x': 10, 'measure': 9, 'barrier': 1}",127,179,"{'cx': 175, 'rz': 151, 'sx': 54, 'x': 10, 'measure': 9, 'barrier': 1}",39.82971464019850
3,qft,10,21,"{'cp': 45, 'h': 10, 'measure': 10, 'swap': 5, 'barrier': 1}",-1,-1,{},16,214,"{'cx': 212, 'rz': 175, 'sx': 54, 'x': 11, 'measure': 10, 'barrier': 1}",27,196,"{'cx': 217, 'rz': 171, 'sx': 50, 'measure': 10, 'x': 9, 'barrier': 1}",127,183,"{'cx': 210, 'rz': 151, 'sx': 34, 'measure': 10, 'x': 6, 'barrier': 1}",39.82971464019850
3,su2random,25,102,"{'cx': 900, 'u3': 100, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1014,"{'cx': 2849, 'rz': 970, 'sx': 665, 'x': 58, 'measure': 25, 'barrier': 1}",127,761,"{'cx': 2755, 'rz': 1035, 'sx': 734, 'x': 84, 'measure': 25, 'barrier': 1}",41.17028535980150
3,ghz,16,17,"{'measure': 16, 'cx': 15, 'h': 1, 'barrier': 1}",-1,-1,{},16,36,"{'cx': 20, 'measure': 16, 'rz': 14, 'sx': 9, 'x': 1, 'barrier': 1}",27,19,"{'measure': 16, 'cx': 15, 'rz': 2, 'sx': 1, 'barrier': 1}",127,19,"{'measure': 16, 'cx': 15, 'rz': 2, 'sx': 1, 'barrier': 1}",43.82971464019850
3,qpeexact,7,16,"{'cp': 19, 'h': 12, 'measure': 6, 'swap': 3, 'x': 1, 'barrier': 1}",7,104,"{'rz': 85, 'cx': 82, 'sx': 26, 'measure': 6, 'x': 4, 'barrier': 1}",16,99,"{'rz': 77, 'cx': 76, 'sx': 24, 'measure': 6, 'x': 3, 'barrier': 1}",27,99,"{'rz': 76, 'cx': 76, 'sx': 23, 'measure': 6, 'x': 4, 'barrier': 1}",127,98,"{'rz': 77, 'cx': 76, 'sx': 24, 'measure': 6, 'x': 2, 'barrier': 1}",44.82971464019850
3,su2random,27,110,"{'cx': 1053, 'u3': 108, 'measure': 27, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1112,"{'cx': 3621, 'rz': 1213, 'sx': 828, 'x': 79, 'measure': 27, 'barrier': 1}",127,967,"{'cx': 3125, 'rz': 1557, 'sx': 1057, 'x': 123, 'measure': 27, 'barrier': 1}",49.17028535980150
3,dj,7,9,"{'u2': 9, 'cx': 6, 'measure': 6, 'h': 4, 'barrier': 1}",7,16,"{'rz': 21, 'sx': 13, 'cx': 10, 'measure': 6, 'barrier': 1}",16,23,"{'rz': 22, 'sx': 13, 'cx': 13, 'measure': 6, 'barrier': 1}",27,24,"{'rz': 23, 'sx': 13, 'cx': 13, 'measure': 6, 'barrier': 1}",127,22,"{'rz': 21, 'cx': 15, 'sx': 13, 'measure': 6, 'barrier': 1}",51.82971464019850
4,qpeinexact,22,65,"{'cp': 231, 'h': 42, 'measure': 21, 'swap': 10, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,839,"{'cx': 1273, 'rz': 907, 'sx': 249, 'x': 33, 'measure': 21, 'barrier': 1}",127,787,"{'cx': 1289, 'rz': 982, 'sx': 285, 'x': 43, 'measure': 21, 'barrier': 1}",4.17028535980149
4,qpeinexact,19,56,"{'cp': 171, 'h': 36, 'measure': 18, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,620,"{'cx': 997, 'rz': 608, 'sx': 123, 'x': 19, 'measure': 18, 'barrier': 1}",127,673,"{'cx': 987, 'rz': 629, 'sx': 143, 'x': 20, 'measure': 18, 'barrier': 1}",4.82971464019851
4,realamprandom,17,70,"{'cx': 408, 'ry': 68, 'measure': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,380,"{'cx': 1252, 'rz': 277, 'sx': 212, 'measure': 17, 'x': 13, 'barrier': 1}",127,642,"{'cx': 1315, 'rz': 536, 'sx': 379, 'x': 17, 'measure': 17, 'barrier': 1}",9.17028535980149
4,su2random,17,70,"{'cx': 408, 'u3': 68, 'measure': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,295,"{'cx': 1063, 'rz': 208, 'sx': 174, 'measure': 17, 'x': 4, 'barrier': 1}",127,388,"{'cx': 1155, 'rz': 292, 'sx': 234, 'measure': 17, 'x': 13, 'barrier': 1}",9.17028535980149
4,su2random,12,50,"{'cx': 198, 'u3': 48, 'measure': 12, 'barrier': 1}",-1,-1,{},16,406,"{'cx': 673, 'rz': 247, 'sx': 197, 'measure': 12, 'x': 2, 'barrier': 1}",27,366,"{'cx': 635, 'rz': 179, 'sx': 152, 'measure': 12, 'x': 5, 'barrier': 1}",127,295,"{'cx': 505, 'rz': 318, 'sx': 236, 'x': 15, 'measure': 12, 'barrier': 1}",10.82971464019850
4,qftentangled,22,47,"{'cp': 231, 'h': 23, 'measure': 22, 'cx': 21, 'swap': 11, 'barrier': 1}",-1,-1,{},-1,-1,{},27,441,"{'cx': 1173, 'rz': 857, 'sx': 187, 'x': 22, 'measure': 22, 'barrier': 1}",127,536,"{'cx': 1206, 'rz': 829, 'sx': 163, 'measure': 22, 'x': 20, 'barrier': 1}",13.82971464019850
4,qpeinexact,16,47,"{'cp': 120, 'h': 30, 'measure': 15, 'swap': 7, 'x': 1, 'barrier': 1}",-1,-1,{},16,489,"{'cx': 652, 'rz': 506, 'sx': 152, 'x': 16, 'measure': 15, 'barrier': 1}",27,502,"{'cx': 636, 'rz': 503, 'sx': 147, 'x': 24, 'measure': 15, 'barrier': 1}",127,503,"{'cx': 587, 'rz': 494, 'sx': 142, 'x': 22, 'measure': 15, 'barrier': 1}",13.82971464019850
4,qnn,8,75,"{'cx': 119, 'p': 56, 'u2': 16, 'ry': 16, 'measure': 8, 'barrier': 1}",-1,-1,{},16,217,"{'cx': 232, 'rz': 181, 'sx': 91, 'measure': 8, 'x': 6, 'barrier': 1}",27,220,"{'cx': 238, 'rz': 168, 'sx': 84, 'measure': 8, 'x': 6, 'barrier': 1}",127,200,"{'cx': 256, 'rz': 123, 'sx': 52, 'measure': 8, 'barrier': 1}",14.17028535980150
4,su2random,19,78,"{'cx': 513, 'u3': 76, 'measure': 19, 'barrier': 1}",-1,-1,{},-1,-1,{},27,458,"{'cx': 1563, 'rz': 248, 'sx': 207, 'measure': 19, 'x': 5, 'barrier': 1}",127,426,"{'cx': 1438, 'rz': 430, 'sx': 307, 'x': 23, 'measure': 19, 'barrier': 1}",17.17028535980150
4,twolocalrandom,19,78,"{'cx': 513, 'ry': 76, 'measure': 19, 'barrier': 1}",-1,-1,{},-1,-1,{},27,383,"{'cx': 1344, 'rz': 242, 'sx': 210, 'measure': 19, 'x': 6, 'barrier': 1}",127,724,"{'cx': 1638, 'rz': 563, 'sx': 420, 'x': 29, 'measure': 19, 'barrier': 1}",17.17028535980150
4,su2random,10,42,"{'cx': 135, 'u3': 40, 'measure': 10, 'barrier': 1}",-1,-1,{},16,271,"{'cx': 364, 'rz': 200, 'sx': 153, 'measure': 10, 'x': 4, 'barrier': 1}",27,282,"{'cx': 401, 'rz': 161, 'sx': 131, 'measure': 10, 'x': 4, 'barrier': 1}",127,260,"{'cx': 371, 'rz': 212, 'sx': 161, 'x': 13, 'measure': 10, 'barrier': 1}",18.82971464019850
4,ae,15,84,"{'cp': 91, 'cx': 28, 'u': 15, 'measure': 15, 'u2': 14, 'u3': 14, 'h': 14, 'barrier': 1}",-1,-1,{},16,421,"{'rz': 479, 'cx': 397, 'sx': 192, 'x': 18, 'measure': 15, 'barrier': 1}",27,478,"{'rz': 431, 'cx': 427, 'sx': 165, 'x': 17, 'measure': 15, 'barrier': 1}",127,454,"{'rz': 463, 'cx': 419, 'sx': 183, 'measure': 15, 'x': 13, 'barrier': 1}",23.17028535980150
4,dj,26,28,"{'h': 26, 'u2': 25, 'cx': 25, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,110,"{'rz': 102, 'cx': 72, 'sx': 55, 'measure': 25, 'x': 4, 'barrier': 1}",127,110,"{'rz': 95, 'cx': 76, 'sx': 53, 'measure': 25, 'x': 3, 'barrier': 1}",32.82971464019850
4,qpeinexact,9,26,"{'cp': 36, 'h': 16, 'measure': 8, 'swap': 4, 'x': 1, 'barrier': 1}",-1,-1,{},16,185,"{'cx': 178, 'rz': 117, 'sx': 16, 'measure': 8, 'x': 1, 'barrier': 1}",27,217,"{'cx': 165, 'rz': 156, 'sx': 49, 'x': 9, 'measure': 8, 'barrier': 1}",127,218,"{'cx': 163, 'rz': 161, 'sx': 52, 'x': 8, 'measure': 8, 'barrier': 1}",34.82971464019850
4,qft,12,25,"{'cp': 66, 'h': 12, 'measure': 12, 'swap': 6, 'barrier': 1}",-1,-1,{},16,219,"{'cx': 333, 'rz': 247, 'sx': 72, 'measure': 12, 'x': 10, 'barrier': 1}",27,262,"{'cx': 317, 'rz': 228, 'sx': 56, 'measure': 12, 'x': 9, 'barrier': 1}",127,250,"{'cx': 307, 'rz': 238, 'sx': 64, 'x': 12, 'measure': 12, 'barrier': 1}",35.82971464019850
4,qftentangled,10,23,"{'cp': 45, 'h': 11, 'measure': 10, 'cx': 9, 'swap': 5, 'barrier': 1}",-1,-1,{},16,240,"{'cx': 236, 'rz': 169, 'sx': 47, 'measure': 10, 'x': 8, 'barrier': 1}",27,226,"{'cx': 226, 'rz': 183, 'sx': 63, 'x': 13, 'measure': 10, 'barrier': 1}",127,194,"{'cx': 222, 'rz': 198, 'sx': 79, 'x': 13, 'measure': 10, 'barrier': 1}",37.82971464019850
4,qft,11,23,"{'cp': 55, 'h': 11, 'measure': 11, 'swap': 5, 'barrier': 1}",-1,-1,{},16,196,"{'cx': 258, 'rz': 212, 'sx': 63, 'x': 12, 'measure': 11, 'barrier': 1}",27,225,"{'cx': 258, 'rz': 183, 'sx': 39, 'measure': 11, 'x': 8, 'barrier': 1}",127,245,"{'cx': 257, 'rz': 219, 'sx': 71, 'x': 11, 'measure': 11, 'barrier': 1}",37.82971464019850
4,qpeexact,8,23,"{'cp': 28, 'h': 14, 'measure': 7, 'swap': 3, 'x': 1, 'barrier': 1}",-1,-1,{},16,156,"{'rz': 122, 'cx': 119, 'sx': 40, 'measure': 7, 'x': 4, 'barrier': 1}",27,157,"{'rz': 115, 'cx': 109, 'sx': 35, 'measure': 7, 'x': 6, 'barrier': 1}",127,154,"{'cx': 111, 'rz': 108, 'sx': 32, 'measure': 7, 'x': 6, 'barrier': 1}",37.82971464019850
4,realamprandom,5,22,"{'cx': 30, 'ry': 20, 'measure': 5, 'barrier': 1}",7,84,"{'cx': 60, 'rz': 50, 'sx': 44, 'measure': 5, 'x': 2, 'barrier': 1}",16,86,"{'cx': 60, 'rz': 49, 'sx': 47, 'measure': 5, 'barrier': 1}",27,86,"{'cx': 60, 'rz': 44, 'sx': 40, 'measure': 5, 'barrier': 1}",127,85,"{'cx': 60, 'rz': 52, 'sx': 45, 'measure': 5, 'x': 2, 'barrier': 1}",38.82971464019850
4,su2random,4,18,"{'cx': 18, 'u3': 16, 'measure': 4, 'barrier': 1}",7,55,"{'sx': 32, 'rz': 32, 'cx': 30, 'measure': 4, 'barrier': 1}",16,61,"{'sx': 32, 'rz': 32, 'cx': 32, 'measure': 4, 'barrier': 1}",27,55,"{'sx': 32, 'rz': 32, 'cx': 30, 'measure': 4, 'barrier': 1}",127,67,"{'cx': 34, 'sx': 32, 'rz': 32, 'measure': 4, 'barrier': 1}",42.82971464019850
4,dj,16,18,"{'u2': 19, 'cx': 15, 'measure': 15, 'h': 12, 'barrier': 1}",-1,-1,{},16,61,"{'rz': 66, 'sx': 36, 'cx': 26, 'measure': 15, 'x': 3, 'barrier': 1}",27,64,"{'rz': 57, 'cx': 39, 'sx': 32, 'measure': 15, 'x': 1, 'barrier': 1}",127,58,"{'rz': 57, 'cx': 38, 'sx': 34, 'measure': 15, 'x': 2, 'barrier': 1}",42.82971464019850
4,qpeinexact,6,17,"{'cp': 15, 'h': 10, 'measure': 5, 'swap': 2, 'x': 1, 'barrier': 1}",7,96,"{'rz': 65, 'cx': 54, 'sx': 20, 'measure': 5, 'x': 4, 'barrier': 1}",16,93,"{'rz': 61, 'cx': 56, 'sx': 17, 'measure': 5, 'x': 3, 'barrier': 1}",27,93,"{'rz': 61, 'cx': 56, 'sx': 17, 'measure': 5, 'x': 3, 'barrier': 1}",127,94,"{'rz': 64, 'cx': 54, 'sx': 20, 'measure': 5, 'x': 4, 'barrier': 1}",43.82971464019850
4,qft,8,17,"{'cp': 28, 'h': 8, 'measure': 8, 'swap': 4, 'barrier': 1}",-1,-1,{},16,139,"{'cx': 136, 'rz': 88, 'sx': 16, 'measure': 8, 'x': 1, 'barrier': 1}",27,130,"{'cx': 123, 'rz': 122, 'sx': 48, 'measure': 8, 'x': 6, 'barrier': 1}",127,134,"{'cx': 126, 'rz': 110, 'sx': 36, 'measure': 8, 'x': 7, 'barrier': 1}",43.82971464019850
4,dj,15,17,"{'u2': 19, 'cx': 14, 'measure': 14, 'h': 10, 'barrier': 1}",-1,-1,{},16,56,"{'rz': 53, 'cx': 33, 'sx': 30, 'measure': 14, 'x': 1, 'barrier': 1}",27,50,"{'rz': 52, 'cx': 35, 'sx': 30, 'measure': 14, 'x': 1, 'barrier': 1}",127,55,"{'rz': 52, 'cx': 35, 'sx': 30, 'measure': 14, 'x': 1, 'barrier': 1}",43.82971464019850
4,realamprandom,26,106,"{'cx': 975, 'ry': 104, 'measure': 26, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1039,"{'cx': 3316, 'rz': 1102, 'sx': 756, 'x': 65, 'measure': 26, 'barrier': 1}",127,800,"{'cx': 2688, 'rz': 1150, 'sx': 769, 'x': 56, 'measure': 26, 'barrier': 1}",45.17028535980150
4,su2random,3,14,"{'u3': 12, 'cx': 9, 'measure': 3, 'barrier': 1}",7,38,"{'sx': 24, 'rz': 24, 'cx': 17, 'measure': 3, 'barrier': 1}",16,38,"{'sx': 24, 'rz': 24, 'cx': 17, 'measure': 3, 'barrier': 1}",27,42,"{'rz': 31, 'sx': 27, 'cx': 15, 'measure': 3, 'x': 2, 'barrier': 1}",127,43,"{'rz': 30, 'sx': 27, 'cx': 17, 'measure': 3, 'barrier': 1}",46.82971464019850
5,qpeinexact,21,62,"{'cp': 210, 'h': 40, 'measure': 20, 'swap': 10, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,746,"{'cx': 1141, 'rz': 923, 'sx': 323, 'x': 28, 'measure': 20, 'barrier': 1}",127,764,"{'cx': 1212, 'rz': 763, 'sx': 174, 'x': 28, 'measure': 20, 'barrier': 1}",1.1702853598014900
5,realamprandom,15,62,"{'cx': 315, 'ry': 60, 'measure': 15, 'barrier': 1}",-1,-1,{},16,427,"{'cx': 902, 'rz': 318, 'sx': 235, 'measure': 15, 'x': 10, 'barrier': 1}",27,482,"{'cx': 965, 'rz': 397, 'sx': 292, 'x': 24, 'measure': 15, 'barrier': 1}",127,371,"{'cx': 982, 'rz': 188, 'sx': 165, 'measure': 15, 'x': 3, 'barrier': 1}",1.1702853598014900
5,qpeinexact,20,59,"{'cp': 190, 'h': 38, 'measure': 19, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,650,"{'cx': 1046, 'rz': 783, 'sx': 227, 'x': 36, 'measure': 19, 'barrier': 1}",127,662,"{'cx': 1078, 'rz': 752, 'sx': 190, 'x': 27, 'measure': 19, 'barrier': 1}",1.8297146401985100
5,qpeinexact,18,53,"{'cp': 153, 'h': 34, 'measure': 17, 'swap': 8, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,521,"{'cx': 839, 'rz': 599, 'sx': 144, 'x': 24, 'measure': 17, 'barrier': 1}",127,593,"{'cx': 832, 'rz': 659, 'sx': 207, 'x': 31, 'measure': 17, 'barrier': 1}",7.82971464019851
5,su2random,17,70,"{'cx': 408, 'u3': 68, 'measure': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,295,"{'cx': 1063, 'rz': 208, 'sx': 174, 'measure': 17, 'x': 4, 'barrier': 1}",127,388,"{'cx': 1155, 'rz': 292, 'sx': 234, 'measure': 17, 'x': 13, 'barrier': 1}",9.17028535980149
5,twolocalrandom,12,50,"{'cx': 198, 'ry': 48, 'measure': 12, 'barrier': 1}",-1,-1,{},16,370,"{'cx': 624, 'rz': 201, 'sx': 167, 'measure': 12, 'x': 3, 'barrier': 1}",27,380,"{'cx': 540, 'rz': 412, 'sx': 291, 'x': 21, 'measure': 12, 'barrier': 1}",127,361,"{'cx': 587, 'rz': 253, 'sx': 205, 'measure': 12, 'x': 9, 'barrier': 1}",10.82971464019850
5,qftentangled,23,49,"{'cp': 253, 'h': 24, 'measure': 23, 'cx': 22, 'swap': 11, 'barrier': 1}",-1,-1,{},-1,-1,{},27,470,"{'cx': 1332, 'rz': 787, 'sx': 64, 'measure': 23, 'x': 9, 'barrier': 1}",127,541,"{'cx': 1319, 'rz': 896, 'sx': 168, 'measure': 23, 'x': 16, 'barrier': 1}",11.82971464019850
5,qpeinexact,25,74,"{'cp': 300, 'h': 48, 'measure': 24, 'swap': 12, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,771,"{'cx': 1658, 'rz': 1094, 'sx': 267, 'x': 40, 'measure': 24, 'barrier': 1}",127,929,"{'cx': 1568, 'rz': 1228, 'sx': 369, 'x': 53, 'measure': 24, 'barrier': 1}",13.17028535980150
5,su2random,18,74,"{'cx': 459, 'u3': 72, 'measure': 18, 'barrier': 1}",-1,-1,{},-1,-1,{},27,379,"{'cx': 1121, 'rz': 412, 'sx': 310, 'measure': 18, 'x': 17, 'barrier': 1}",127,583,"{'cx': 1383, 'rz': 573, 'sx': 411, 'x': 40, 'measure': 18, 'barrier': 1}",13.17028535980150
5,qpeinexact,15,44,"{'cp': 105, 'h': 28, 'measure': 14, 'swap': 7, 'x': 1, 'barrier': 1}",-1,-1,{},16,409,"{'cx': 603, 'rz': 418, 'sx': 110, 'x': 18, 'measure': 14, 'barrier': 1}",27,471,"{'cx': 559, 'rz': 411, 'sx': 111, 'measure': 14, 'x': 13, 'barrier': 1}",127,464,"{'cx': 572, 'rz': 367, 'sx': 71, 'measure': 14, 'x': 9, 'barrier': 1}",16.82971464019850
5,qft,20,41,"{'cp': 190, 'h': 20, 'measure': 20, 'swap': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},27,504,"{'cx': 992, 'rz': 692, 'sx': 180, 'x': 27, 'measure': 20, 'barrier': 1}",127,476,"{'cx': 903, 'rz': 817, 'sx': 304, 'x': 38, 'measure': 20, 'barrier': 1}",19.82971464019850
5,twolocalrandom,20,82,"{'cx': 570, 'ry': 80, 'measure': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},27,425,"{'cx': 1458, 'rz': 423, 'sx': 312, 'x': 29, 'measure': 20, 'barrier': 1}",127,473,"{'cx': 1464, 'rz': 551, 'sx': 400, 'x': 32, 'measure': 20, 'barrier': 1}",21.17028535980150
5,qnn,9,85,"{'cx': 152, 'p': 72, 'u2': 18, 'ry': 18, 'measure': 9, 'barrier': 1}",-1,-1,{},16,273,"{'cx': 292, 'rz': 235, 'sx': 112, 'x': 14, 'measure': 9, 'barrier': 1}",27,229,"{'cx': 324, 'rz': 173, 'sx': 76, 'measure': 9, 'x': 3, 'barrier': 1}",127,236,"{'cx': 324, 'rz': 176, 'sx': 79, 'measure': 9, 'x': 2, 'barrier': 1}",24.17028535980150
5,qftentangled,16,35,"{'cp': 120, 'h': 17, 'measure': 16, 'cx': 15, 'swap': 8, 'barrier': 1}",-1,-1,{},16,393,"{'cx': 597, 'rz': 491, 'sx': 179, 'x': 23, 'measure': 16, 'barrier': 1}",27,374,"{'cx': 594, 'rz': 501, 'sx': 165, 'measure': 16, 'x': 14, 'barrier': 1}",127,341,"{'cx': 642, 'rz': 458, 'sx': 101, 'measure': 16, 'x': 15, 'barrier': 1}",25.82971464019850
5,ae,16,90,"{'cp': 105, 'cx': 30, 'u': 16, 'measure': 16, 'u2': 15, 'u3': 15, 'h': 15, 'barrier': 1}",-1,-1,{},16,488,"{'rz': 533, 'cx': 483, 'sx': 210, 'measure': 16, 'x': 15, 'barrier': 1}",27,496,"{'cx': 498, 'rz': 487, 'sx': 172, 'measure': 16, 'x': 14, 'barrier': 1}",127,504,"{'rz': 481, 'cx': 471, 'sx': 171, 'x': 20, 'measure': 16, 'barrier': 1}",29.17028535980150
5,dj,26,28,"{'h': 26, 'u2': 25, 'cx': 25, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,110,"{'rz': 102, 'cx': 72, 'sx': 55, 'measure': 25, 'x': 4, 'barrier': 1}",127,110,"{'rz': 95, 'cx': 76, 'sx': 53, 'measure': 25, 'x': 3, 'barrier': 1}",32.82971464019850
5,realamprandom,23,94,"{'cx': 759, 'ry': 92, 'measure': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},27,753,"{'cx': 2225, 'rz': 836, 'sx': 588, 'x': 39, 'measure': 23, 'barrier': 1}",127,541,"{'cx': 1982, 'rz': 538, 'sx': 389, 'x': 23, 'measure': 23, 'barrier': 1}",33.17028535980150
5,qpeexact,9,24,"{'cp': 35, 'h': 16, 'measure': 8, 'swap': 4, 'x': 1, 'barrier': 1}",-1,-1,{},16,185,"{'cx': 167, 'rz': 137, 'sx': 36, 'measure': 8, 'x': 5, 'barrier': 1}",27,207,"{'rz': 157, 'cx': 157, 'sx': 54, 'x': 11, 'measure': 8, 'barrier': 1}",127,204,"{'rz': 157, 'cx': 157, 'sx': 53, 'x': 9, 'measure': 8, 'barrier': 1}",36.82971464019850
5,ghz,23,24,"{'measure': 23, 'cx': 22, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,73,"{'cx': 50, 'rz': 24, 'measure': 23, 'sx': 17, 'x': 1, 'barrier': 1}",127,26,"{'measure': 23, 'cx': 22, 'rz': 2, 'sx': 1, 'barrier': 1}",36.82971464019850
5,qpeexact,8,23,"{'cp': 28, 'h': 14, 'measure': 7, 'swap': 3, 'x': 1, 'barrier': 1}",-1,-1,{},16,156,"{'rz': 122, 'cx': 119, 'sx': 40, 'measure': 7, 'x': 4, 'barrier': 1}",27,157,"{'rz': 115, 'cx': 109, 'sx': 35, 'measure': 7, 'x': 6, 'barrier': 1}",127,154,"{'cx': 111, 'rz': 108, 'sx': 32, 'measure': 7, 'x': 6, 'barrier': 1}",37.82971464019850
5,qft,10,21,"{'cp': 45, 'h': 10, 'measure': 10, 'swap': 5, 'barrier': 1}",-1,-1,{},16,214,"{'cx': 212, 'rz': 175, 'sx': 54, 'x': 11, 'measure': 10, 'barrier': 1}",27,196,"{'cx': 217, 'rz': 171, 'sx': 50, 'measure': 10, 'x': 9, 'barrier': 1}",127,183,"{'cx': 210, 'rz': 151, 'sx': 34, 'measure': 10, 'x': 6, 'barrier': 1}",39.82971464019850
